# Title: A Near-Infrared Spectral Template for Quasars 
# Authors: Glikman E., Helfand D.J., White R.L. 
# ApJ 2006, 640, 579
# ABSTRACT
# We present a near-infrared quasar composite spectrum spanning 
# the wavelength range 0.58 to 3.5 microns. The spectrum has been 
# constructed from observations of 27 quasars obtained at the NASA 
# IRTF telescope and satisfying the criteria K_s < 14.5 and M_i < -23;
# the redshift range is 0.118 < z < 0.418. The signal-to-noise 
# ratio is moderate, reaching a maximum of 150 between 1.6 and 
# 1.9 micron. While a power-law fit to the continuum of the composite
# spectrum requires two breaks, a single power-law slope of alpha + -0.92
# plus a 1260 K blackbody provides an excellent description of the 
# spectrum from H_alpha to 3.5 microns, strongly suggesting the 
# presence of significant quantities of hot dust in this blue-selected 
# quasar sample. We measure intensities and line widths for 10 lines, 
# finding that the Paschen line ratios rule out case B recombination. 
# We compute K -corrections for the J , H , K ,and Spitzer 3.6 micron
# bands, which will be useful in analyzing observations of quasars up 
# to z = 10.
#
# Table: Composite Quasar Spectrum, Arithmetic and Geometric Means
#
# 1- 7 F7.1  0.1nm  Wave  Wavelength in Angstroms
# 9- 15 F7.4  ---   Flux  Arithmetic mean flux in arbitrary units 
# 17- 23 F7.4  ---  e_Flux  Error in Flux 
# 25- 31 F7.4  ---   GFlux Geometric mean flux in arbitrary units
#-----------------------------------------------------------------------
5801.0 2.2308 0.5661 0.0000
5802.4 1.3722 0.7023 0.0000
5803.7 1.9518 0.3237 0.0000
5805.1 1.4163 0.9134 0.0000
5806.4 2.0488 0.4949 0.0000
5807.8 1.4516 0.5156 0.0000
5809.1 2.0618 0.5346 0.0000
5810.5 2.7915 0.4066 0.0000
5811.8 2.0340 0.8905 0.0000
5813.2 2.4319 0.3517 0.0000
5814.5 2.5908 0.3410 0.0000
5815.9 2.4525 0.4479 0.0000
5817.2 2.1221 0.4085 0.0000
5818.6 3.1116 0.0905 0.0000
5820.0 2.3981 0.2933 0.0000
5821.3 2.5420 0.2038 0.0000
5822.7 3.3486 0.4056 0.0000
5824.0 3.0383 0.5481 0.0000
5825.4 2.2246 0.3852 0.0000
5826.7 1.9269 0.3820 0.0000
5828.1 2.5928 0.6646 0.0000
5829.4 2.9951 0.4227 0.0000
5830.8 2.0166 0.5196 0.0000
5832.1 0.0000 0.4584 0.0000
5833.5 1.7216 0.4140 0.0000
5834.9 3.4638 0.4713 0.0000
5836.2 1.1953 0.2873 0.0000
5837.6 1.1866 0.3663 0.0000
5838.9 1.6068 0.3171 0.0000
5840.3 1.7404 0.0798 0.0000
5841.6 0.0000 0.4295 0.0000
5843.0 2.6028 0.4117 0.0000
5844.4 1.9473 0.6921 0.0000
5845.7 0.7376 0.7001 0.0000
5847.1 1.7311 0.1745 0.0000
5848.5 1.4898 0.6474 0.0000
5849.8 1.4933 0.6670 0.0000
5851.2 2.9766 0.5449 0.0000
5852.5 2.9858 0.3227 0.0000
5853.9 1.0133 0.4246 0.0000
5855.2 0.9737 0.5812 0.0000
5856.6 3.6515 0.2968 0.0000
5858.0 4.1263 0.4573 0.0000
5859.3 4.7944 0.3965 0.0000
5860.7 3.3432 0.3222 0.0000
5862.1 2.4973 0.4682 0.0000
5863.4 1.1943 0.5172 0.0000
5864.8 2.1862 0.5783 0.0000
5866.2 3.9407 0.7298 0.0000
5867.5 2.7213 0.3787 2.4895
5868.9 2.1699 0.2757 1.4717
5870.2 1.8893 0.2154 0.0000
5871.6 2.2501 0.1525 0.0000
5873.0 2.6529 0.3965 0.7229
5874.4 1.5805 0.2427 0.0000
5875.7 2.3640 0.2805 2.1809
5877.1 1.9380 0.3320 1.7264
5878.5 2.9299 0.3239 3.0465
5879.8 2.6753 0.4643 2.8676
5881.2 2.1799 0.4111 1.6379
5882.5 3.3399 0.4374 3.3642
5883.9 2.7379 0.1720 3.8267
5885.3 2.6102 0.2638 2.9954
5886.7 2.4934 0.1621 2.1081
5888.0 2.1308 0.3927 1.7160
5889.4 2.1351 0.1860 2.0299
5890.8 2.3907 0.1566 2.5451
5892.1 2.1638 0.1674 2.3855
5893.5 2.8390 0.2807 2.0779
5894.9 2.4042 0.2857 2.3196
5896.2 2.0061 0.2670 2.2432
5897.6 1.1668 0.1370 1.2850
5899.0 1.3619 0.3535 1.9224
5900.4 1.9824 0.1895 2.2860
5901.7 2.0507 0.2737 2.4589
5903.1 2.6955 0.2954 3.0849
5904.5 1.8391 0.2292 2.5981
5905.9 3.2544 0.2552 3.0030
5907.2 2.6429 0.2391 2.6205
5908.6 2.4293 0.1401 2.4708
5910.0 2.6892 0.1674 1.4671
5911.4 2.5463 0.1675 2.6436
5912.7 2.1509 0.1073 1.1448
5914.1 1.8716 0.1468 2.2971
5915.5 1.3892 0.1176 1.9687
5916.9 2.9034 0.2357 3.3342
5918.2 3.0244 0.1470 2.2871
5919.6 2.7606 0.0895 2.6703
5921.0 2.1618 0.1745 2.7608
5922.4 0.7181 0.2196 2.2482
5923.7 1.7865 0.4267 2.5322
5925.1 3.0070 0.3194 2.8851
5926.5 1.7621 0.2436 0.8360
5927.9 2.3318 0.1532 1.8971
5929.3 2.8257 0.1869 2.9794
5930.6 2.6734 0.2452 2.9846
5932.0 0.0000 0.1737 2.3382
5933.4 2.3491 0.2005 2.5585
5934.8 1.9399 0.1499 1.1624
5936.2 2.3251 0.1194 1.8145
5937.5 1.9399 0.0727 1.9688
5938.9 1.5424 0.1276 0.9896
5940.3 1.8678 0.2123 1.2424
5941.7 2.5787 0.1161 2.8673
5943.1 2.0631 0.1757 2.3919
5944.5 2.2572 0.2051 2.5770
5945.8 2.3696 0.1698 1.5944
5947.2 2.7940 0.1678 2.6574
5948.6 2.2548 0.2558 1.4586
5950.0 1.1442 0.0227 1.8970
5951.4 2.1140 0.2315 1.9456
5952.8 2.1962 0.2528 2.2023
5954.1 2.3394 0.0933 2.9884
5955.5 2.3721 0.0493 3.3404
5956.9 2.9377 0.1556 2.9824
5958.3 2.0246 0.1820 2.5101
5959.7 1.9277 0.2975 2.6370
5961.1 3.5033 0.1750 2.9105
5962.5 2.0433 0.1704 1.6045
5963.8 2.0414 0.1259 2.1012
5965.2 2.7971 0.1275 2.5682
5966.6 2.2682 0.1918 2.0485
5968.0 2.3324 0.1769 3.0696
5969.4 2.7959 0.1327 3.4530
5970.8 2.5664 0.1537 3.2037
5972.2 2.5569 0.2316 2.1484
5973.5 1.3460 0.1686 2.3633
5974.9 1.6614 0.0505 1.9396
5976.3 2.3174 0.1696 2.4796
5977.7 3.0820 0.1476 2.1577
5979.1 2.7808 0.2531 2.2851
5980.5 0.7822 0.1609 2.3888
5981.9 0.5853 0.1711 1.3206
5983.3 1.2182 0.1691 1.4204
5984.7 3.1778 0.2497 1.4201
5986.1 3.1843 0.1630 1.8342
5987.5 2.0615 0.2596 2.3990
5988.9 2.5472 0.1356 2.8649
5990.2 2.4454 0.1585 1.7358
5991.6 1.5559 0.2847 1.4334
5993.0 2.3884 0.2241 2.4712
5994.4 2.8209 0.1032 2.1392
5995.8 2.2444 0.2699 2.3075
5997.2 2.9710 0.2128 1.5832
5998.6 2.7472 0.1579 1.6322
6000.0 1.8506 0.3355 2.2476
6001.4 2.7433 0.2453 2.5535
6002.8 1.8670 0.1919 2.7021
6004.2 1.6331 0.0852 2.6769
6005.6 2.4987 0.1367 2.2387
6007.0 1.7729 0.2423 1.7747
6008.4 2.1275 0.1207 2.1195
6009.8 2.3789 0.1431 2.1753
6011.2 2.6667 0.1599 2.8826
6012.6 2.9266 0.1964 1.3468
6014.0 2.1796 0.2494 2.1759
6015.4 1.9955 0.2540 1.7791
6016.8 2.1423 0.2314 2.2921
6018.2 2.5613 0.1663 2.4170
6019.6 3.1118 0.1983 2.3257
6021.0 2.2753 0.2067 2.7696
6022.4 1.7968 0.0534 1.6218
6023.8 2.1864 0.1849 1.8366
6025.2 1.8894 0.1683 1.7872
6026.6 2.7955 0.0665 2.3157
6028.0 2.7422 0.1137 1.8942
6029.4 2.2663 0.0681 2.1746
6030.8 2.2109 0.0809 2.2324
6032.2 1.9812 0.1598 2.1525
6033.6 2.0228 0.2257 2.6397
6035.0 2.0076 0.2566 2.0178
6036.4 2.2603 0.1424 2.2166
6037.8 2.1578 0.1925 2.1785
6039.2 2.1806 0.1193 2.1281
6040.6 2.2327 0.1906 1.7235
6042.0 2.8280 0.2087 2.0433
6043.4 2.2646 0.2213 1.2768
6044.8 1.8285 0.2976 1.0422
6046.2 1.4957 0.2574 1.9534
6047.6 1.7253 0.1431 1.2513
6049.0 2.3089 0.1363 1.9394
6050.5 2.5814 0.2401 3.0208
6051.9 2.8441 0.2839 2.6870
6053.3 2.1243 0.0855 1.2326
6054.7 2.3175 0.1314 2.2854
6056.1 1.6240 0.1968 3.0394
6057.5 1.8075 0.1751 2.1293
6058.9 2.2668 0.0806 2.4369
6060.3 2.8373 0.1500 2.7838
6061.7 3.2653 0.1835 2.2408
6063.1 1.9847 0.1303 2.6357
6064.5 2.4023 0.1684 2.2278
6066.0 2.9532 0.1145 2.3832
6067.4 2.2009 0.1622 1.7198
6068.8 2.5085 0.2296 2.9998
6070.2 1.9772 0.1561 2.1393
6071.6 1.9678 0.0588 1.5489
6073.0 2.1868 0.1242 2.4453
6074.4 2.5096 0.1635 1.4198
6075.9 2.2924 0.2351 2.1493
6077.3 2.4470 0.0802 2.7883
6078.7 2.7219 0.1280 2.6787
6080.1 2.4099 0.0496 2.2252
6081.5 2.0835 0.0424 1.6953
6082.9 2.7887 0.0865 1.5262
6084.3 2.1425 0.1616 2.1520
6085.8 2.2465 0.1162 2.3771
6087.2 2.2648 0.1127 2.6630
6088.6 1.7343 0.0901 1.9346
6090.0 0.9680 0.1375 1.3868
6091.4 2.1036 0.2141 2.0558
6092.8 1.9882 0.2270 1.8213
6094.2 2.5141 0.1210 1.6694
6095.7 2.0419 0.1050 1.6135
6097.1 2.0141 0.0697 2.8992
6098.5 2.2610 0.1974 2.3076
6099.9 2.3233 0.2360 1.8464
6101.3 2.3321 0.1727 0.8710
6102.8 2.3651 0.1425 1.8265
6104.2 2.1953 0.1178 1.6730
6105.6 2.0267 0.2370 2.5099
6107.0 1.6633 0.0999 1.8034
6108.4 3.1390 0.0657 1.5466
6109.9 1.8584 0.1658 1.9929
6111.3 2.3701 0.0763 2.2596
6112.7 2.3647 0.0782 2.8399
6114.1 2.3489 0.2060 1.9944
6115.5 2.0919 0.0964 2.2388
6117.0 0.9528 0.2241 1.5312
6118.4 1.6716 0.2674 1.6974
6119.8 1.7124 0.2913 2.1694
6121.2 1.8218 0.0455 1.0966
6122.7 1.5131 0.2327 1.6128
6124.1 1.9233 0.2140 1.2298
6125.5 2.2353 0.3055 2.2355
6126.9 1.9768 0.2551 2.8670
6128.4 2.3832 0.2279 2.3500
6129.8 2.3912 0.2951 2.6561
6131.2 2.6694 0.2500 2.2824
6132.6 2.3622 0.1682 2.1809
6134.1 3.3195 0.1268 2.8650
6135.5 1.6833 0.1530 2.3618
6136.9 2.1108 0.1759 1.8645
6138.4 2.2112 0.1418 1.4441
6139.8 2.1730 0.1370 2.0354
6141.2 2.0762 0.1571 2.2436
6142.6 1.7535 0.1822 1.9930
6144.1 0.7952 0.2003 1.2399
6145.5 2.1014 0.1954 1.1374
6146.9 2.2868 0.1720 2.2651
6148.4 2.7329 0.0486 2.4601
6149.8 2.4787 0.1054 1.2925
6151.2 1.8497 0.0889 2.0690
6152.6 1.4580 0.2053 0.9043
6154.1 2.3393 0.1592 1.8383
6155.5 2.9855 0.0941 1.8476
6156.9 1.2811 0.0678 1.1932
6158.4 1.7987 0.1871 1.6673
6159.8 1.9233 0.1580 1.3469
6161.2 1.7772 0.1395 1.2084
6162.7 2.4247 0.1725 1.9006
6164.1 1.8694 0.1653 1.5405
6165.5 2.5251 0.1771 2.4095
6167.0 2.3909 0.1015 2.2380
6168.4 2.3001 0.1262 1.1400
6169.8 2.3435 0.1628 1.5790
6171.3 2.7490 0.0661 2.3229
6172.7 2.2699 0.1707 2.1450
6174.1 1.9642 0.2726 1.8508
6175.6 1.3932 0.0941 1.4407
6177.0 1.2946 0.0725 1.3395
6178.5 1.8467 0.1113 1.7556
6179.9 2.1293 0.1466 1.2463
6181.3 1.8638 0.1474 1.8121
6182.8 1.8917 0.0966 2.0312
6184.2 2.1166 0.0511 1.5167
6185.6 2.4534 0.1015 1.1101
6187.1 2.1112 0.0352 0.9866
6188.5 2.1341 0.0871 1.3721
6190.0 1.6437 0.1065 1.6647
6191.4 2.0122 0.1036 1.6794
6192.8 2.2106 0.0916 0.8065
6194.3 1.7370 0.1350 1.0639
6195.7 3.0431 0.2633 1.7172
6197.2 1.5632 0.1542 1.8409
6198.6 1.8917 0.1324 2.5634
6200.0 2.0533 0.2243 1.8978
6201.5 2.0890 0.0947 2.0559
6202.9 1.7654 0.1083 1.7627
6204.4 1.6542 0.1524 1.7017
6205.8 2.0663 0.1968 2.0151
6207.3 2.0001 0.2494 2.2937
6208.7 2.0389 0.2039 2.1236
6210.1 2.1239 0.1771 1.8823
6211.6 1.7872 0.1834 1.7378
6213.0 1.9470 0.1106 2.1225
6214.5 1.9086 0.1705 1.5243
6215.9 2.6438 0.1087 2.2428
6217.4 2.4211 0.0472 2.0983
6218.8 1.8363 0.1738 1.4411
6220.3 1.6677 0.2101 1.3849
6221.7 1.8562 0.0674 1.6942
6223.2 1.9273 0.1606 1.1015
6224.6 2.1570 0.2265 1.7992
6226.1 2.2235 0.1382 1.7540
6227.5 2.3829 0.0727 1.7971
6229.0 2.5828 0.0469 1.5186
6230.4 2.8850 0.0716 2.1733
6231.9 2.4225 0.0864 1.7016
6233.3 2.1896 0.2093 2.0304
6234.8 1.4153 0.0662 1.8393
6236.2 1.7473 0.1741 1.9015
6237.6 1.8295 0.1165 1.8201
6239.1 2.0399 0.0585 2.0594
6240.6 2.3216 0.0480 2.1817
6242.0 2.8172 0.0292 2.3170
6243.5 2.6827 0.0340 1.4425
6244.9 2.4482 0.1683 0.8120
6246.4 2.4834 0.1112 2.4947
6247.8 2.2982 0.2101 1.9023
6249.3 2.0874 0.0774 2.0148
6250.7 2.0905 0.1447 1.8453
6252.2 2.4007 0.0670 1.9186
6253.6 2.2177 0.1011 2.0324
6255.1 1.8836 0.1235 1.9526
6256.5 2.0370 0.1633 1.9692
6258.0 1.8775 0.1191 1.9634
6259.5 1.7005 0.1448 1.9016
6260.9 2.1003 0.2498 1.7320
6262.4 1.9907 0.3050 1.8359
6263.8 2.0958 0.1604 1.7737
6265.3 2.4734 0.1268 2.7851
6266.7 2.0777 0.1902 2.1873
6268.2 2.2201 0.1480 2.2007
6269.6 2.1612 0.0657 1.9217
6271.1 2.3280 0.1090 2.4998
6272.6 1.2541 0.1244 2.3419
6274.0 2.3779 0.0722 1.4469
6275.5 2.0716 0.1212 1.5703
6277.0 2.4716 0.1628 2.1809
6278.4 2.8872 0.0771 1.9930
6279.9 3.1789 0.0732 1.9658
6281.3 2.6165 0.0769 2.3657
6282.8 1.6634 0.0431 1.5512
6284.2 2.2162 0.0924 2.1873
6285.7 2.4036 0.0668 2.0143
6287.2 1.9922 0.1254 1.6626
6288.6 2.1868 0.1803 1.8024
6290.1 1.8730 0.0879 1.5265
6291.6 1.9663 0.1418 1.2608
6293.0 2.1691 0.0758 1.3240
6294.5 2.2417 0.0421 2.0127
6296.0 2.4348 0.0522 1.5174
6297.4 2.2073 0.0577 2.2469
6298.9 2.1930 0.0487 2.2138
6300.4 1.5156 0.1301 1.3580
6301.8 2.0013 0.1084 1.9617
6303.3 2.2794 0.0820 2.1226
6304.8 2.3585 0.1403 2.6491
6306.2 1.7914 0.1041 2.2100
6307.7 1.7248 0.1203 2.1097
6309.1 1.8510 0.1103 0.8648
6310.6 1.7159 0.1045 1.2616
6312.1 2.1563 0.1569 1.9265
6313.6 2.5508 0.1499 2.7114
6315.0 2.3717 0.1624 2.0568
6316.5 0.3303 0.1183 1.7973
6318.0 2.3134 0.0464 2.0944
6319.4 2.2185 0.0890 1.4856
6320.9 1.8477 0.1287 1.6472
6322.4 1.9225 0.1111 1.6213
6323.8 2.0367 0.1348 1.9520
6325.3 2.4598 0.0984 2.4167
6326.8 1.7268 0.0576 2.2866
6328.3 2.0180 0.0925 1.6091
6329.7 2.0514 0.0816 2.0108
6331.2 2.5603 0.0488 1.9244
6332.7 2.4801 0.0922 1.5836
6334.1 1.7927 0.1874 1.5828
6335.6 2.2034 0.1545 1.9686
6337.1 2.0487 0.1167 2.0896
